date,description,amount_inr,bank_reference,merchant_id,store_id,status
06-08-2026,Razorpay Settlement AMAZON-AZ_HYDERABAD-B003,278.27,REFAMAD20260803,amazon,az_hyderabad,RECONCILED
06-08-2026,Razorpay Settlement AMAZON-AZ_DELHI-B003,2492.07,REFAMHI20260803,amazon,az_delhi,RECONCILED
07-08-2026,Razorpay Settlement FLIPKART-FK_KOLKATA-B004,-3552.74,REFFLTA20260804,flipkart,fk_kolkata,RECONCILED
07-08-2026,Razorpay Settlement AMAZON-AZ_DELHI-B004,-1786.49,REFAMHI20260804,amazon,az_delhi,RECONCILED
08-08-2026,Razorpay Settlement FLIPKART-FK_DELHI-B005,5161.71,REFFLHI20260805,flipkart,fk_delhi,RECONCILED
08-08-2026,Razorpay Settlement FLIPKART-FK_MUMBAI-B002,1226.88,REFFLAI20260802,flipkart,fk_mumbai,RECONCILED
08-08-2026,Razorpay Settlement FLIPKART-FK_BANGALORE-B003,-891.21,REFFLRE20260803,flipkart,fk_bangalore,RECONCILED
08-08-2026,Razorpay Settlement AMAZON-AZ_MUMBAI-B003,-158.24,REFAMAI20260803,amazon,az_mumbai,RECONCILED
08-08-2026,Razorpay Settlement AMAZON-AZ_BANGALORE-B004,1365.53,REFAMRE20260804,amazon,az_bangalore,RECONCILED
09-08-2026,Razorpay Settlement FLIPKART-FK_KOLKATA-B005,234.93,REFFLTA20260805,flipkart,fk_kolkata,RECONCILED
09-08-2026,Razorpay Settlement AMAZON-AZ_BANGALORE-B005,-4119.72,REFAMRE20260805,amazon,az_bangalore,RECONCILED
09-08-2026,Razorpay Settlement AMAZON-AZ_HYDERABAD-B004,2747.64,REFAMAD20260804,amazon,az_hyderabad,RECONCILED
10-08-2026,Razorpay Settlement FLIPKART-FK_BANGALORE-B004,1656.14,REFFLRE20260804,flipkart,fk_bangalore,RECONCILED
10-08-2026,Razorpay Settlement FLIPKART-FK_MUMBAI-B003,427.09,REFFLAI20260803,flipkart,fk_mumbai,RECONCILED
10-08-2026,Razorpay Settlement FLIPKART-FK_KOLKATA-B006,44.79,REFFLTA20260806,flipkart,fk_kolkata,RECONCILED
10-08-2026,Razorpay Settlement FLIPKART-FK_DELHI-B006,4577.19,REFFLHI20260806,flipkart,fk_delhi,SETTLEMENT_AMOUNT_MISMATCH
10-08-2026,Razorpay Settlement AMAZON-AZ_HYDERABAD-B005,305.9,REFAMAD20260805,amazon,az_hyderabad,RECONCILED
10-08-2026,Razorpay Settlement AMAZON-AZ_DELHI-B005,2941.15,REFAMHI20260805,amazon,az_delhi,SETTLEMENT_AMOUNT_MISMATCH
11-08-2026,Razorpay Settlement AMAZON-AZ_DELHI-B006,-1598.37,REFAMHI20260806,amazon,az_delhi,RECONCILED
11-08-2026,Razorpay Settlement AMAZON-AZ_MUMBAI-B004,692.3,REFAMAI20260804,amazon,az_mumbai,RECONCILED
12-08-2026,Razorpay Settlement FLIPKART-FK_KOLKATA-B007,4071.97,REFFLTA20260807,flipkart,fk_kolkata,RECONCILED
12-08-2026,Razorpay Settlement FLIPKART-FK_MUMBAI-B004,4584.45,REFFLAI20260804,flipkart,fk_mumbai,RECONCILED
12-08-2026,Razorpay Settlement AMAZON-AZ_MUMBAI-B005,-933.29,REFAMAI20260805,amazon,az_mumbai,RECONCILED
12-08-2026,Razorpay Settlement AMAZON-AZ_BANGALORE-B006,3157.63,REFAMRE20260806,amazon,az_bangalore,RECONCILED
13-08-2026,Razorpay Settlement FLIPKART-FK_MUMBAI-B005,1860.86,REFFLAI20260805,flipkart,fk_mumbai,RECONCILED
13-08-2026,Razorpay Settlement AMAZON-AZ_BANGALORE-B007,-2617.8,REFAMRE20260807,amazon,az_bangalore,RECONCILED
13-08-2026,Razorpay Settlement AMAZON-AZ_HYDERABAD-B006,1237.45,REFAMAD20260806,amazon,az_hyderabad,RECONCILED
14-08-2026,Razorpay Settlement FLIPKART-FK_KOLKATA-B008,1310.55,REFFLTA20260808,flipkart,fk_kolkata,RECONCILED
14-08-2026,Razorpay Settlement FLIPKART-FK_MUMBAI-B006,731.31,REFFLAI20260806,flipkart,fk_mumbai,RECONCILED
14-08-2026,Razorpay Settlement AMAZON-AZ_HYDERABAD-B007,95.46,REFAMAD20260807,amazon,az_hyderabad,RECONCILED
14-08-2026,Razorpay Settlement AMAZON-AZ_DELHI-B007,774.03,REFAMHI20260807,amazon,az_delhi,RECONCILED
15-08-2026,Razorpay Settlement FLIPKART-FK_BANGALORE-B005,-2566.66,REFFLRE20260805,flipkart,fk_bangalore,RECONCILED
15-08-2026,Razorpay Settlement FLIPKART-FK_MUMBAI-B007,-4945.48,REFFLAI20260807,flipkart,fk_mumbai,RECONCILED
15-08-2026,Razorpay Settlement FLIPKART-FK_DELHI-B007,-1048.0,REFFLHI20260807,flipkart,fk_delhi,RECONCILED
15-08-2026,Razorpay Settlement AMAZON-AZ_DELHI-B008,3241.66,REFAMHI20260808,amazon,az_delhi,RECONCILED
15-08-2026,Razorpay Settlement AMAZON-AZ_MUMBAI-B006,4657.41,REFAMAI20260806,amazon,az_mumbai,RECONCILED
16-08-2026,Razorpay Settlement FLIPKART-FK_KOLKATA-B009,25.58,REFFLTA20260809,flipkart,fk_kolkata,RECONCILED
16-08-2026,Razorpay Settlement FLIPKART-FK_MUMBAI-B008,-4164.17,REFFLAI20260808,flipkart,fk_mumbai,RECONCILED
16-08-2026,Razorpay Settlement FLIPKART-FK_BANGALORE-B006,6287.83,REFFLRE20260806,flipkart,fk_bangalore,RECONCILED
16-08-2026,Razorpay Settlement AMAZON-AZ_MUMBAI-B007,33.36,REFAMAI20260807,amazon,az_mumbai,RECONCILED
16-08-2026,Razorpay Settlement AMAZON-AZ_BANGALORE-B008,4730.99,REFAMRE20260808,amazon,az_bangalore,RECONCILED
17-08-2026,Razorpay Settlement FLIPKART-FK_KOLKATA-B010,-4911.84,REFFLTA20260810,flipkart,fk_kolkata,RECONCILED
17-08-2026,Razorpay Settlement AMAZON-AZ_BANGALORE-B009,577.69,REFAMRE20260809,amazon,az_bangalore,RECONCILED
17-08-2026,Razorpay Settlement AMAZON-AZ_HYDERABAD-B008,4040.13,REFAMAD20260808,amazon,az_hyderabad,RECONCILED
19-08-2026,Razorpay Settlement FLIPKART-FK_MUMBAI-B010,4444.62,REFFLAI20260810,flipkart,fk_mumbai,RECONCILED
19-08-2026,Razorpay Settlement AMAZON-AZ_DELHI-B010,1824.98,REFAMHI20260810,amazon,az_delhi,RECONCILED
19-08-2026,Razorpay Settlement AMAZON-AZ_MUMBAI-B008,917.35,REFAMAI20260808,amazon,az_mumbai,RECONCILED
20-08-2026,Razorpay Settlement FLIPKART-FK_MUMBAI-B011,3521.29,REFFLAI20260811,flipkart,fk_mumbai,RECONCILED
20-08-2026,Razorpay Settlement FLIPKART-FK_BANGALORE-B008,2802.27,REFFLRE20260808,flipkart,fk_bangalore,RECONCILED
20-08-2026,Razorpay Settlement AMAZON-AZ_MUMBAI-B009,2793.87,REFAMAI20260809,amazon,az_mumbai,RECONCILED
20-08-2026,Razorpay Settlement AMAZON-AZ_BANGALORE-B010,3494.59,REFAMRE20260810,amazon,az_bangalore,RECONCILED
21-08-2026,Razorpay Settlement FLIPKART-FK_KOLKATA-B012,5323.54,REFFLTA20260812,flipkart,fk_kolkata,RECONCILED
21-08-2026,Razorpay Settlement FLIPKART-FK_MUMBAI-B012,4489.24,REFFLAI20260812,flipkart,fk_mumbai,RECONCILED
21-08-2026,Razorpay Settlement FLIPKART-FK_BANGALORE-B009,6684.7,REFFLRE20260809,flipkart,fk_bangalore,RECONCILED
21-08-2026,Razorpay Settlement AMAZON-AZ_BANGALORE-B011,2386.07,REFAMRE20260811,amazon,az_bangalore,RECONCILED
21-08-2026,Razorpay Settlement AMAZON-AZ_HYDERABAD-B010,2422.15,REFAMAD20260810,amazon,az_hyderabad,RECONCILED
22-08-2026,Razorpay Settlement FLIPKART-FK_KOLKATA-B013,366.71,REFFLTA20260813,flipkart,fk_kolkata,RECONCILED
22-08-2026,Razorpay Settlement FLIPKART-FK_MUMBAI-B013,1078.83,REFFLAI20260813,flipkart,fk_mumbai,RECONCILED
22-08-2026,Razorpay Settlement AMAZON-AZ_HYDERABAD-B011,1767.8,REFAMAD20260811,amazon,az_hyderabad,RECONCILED
22-08-2026,Razorpay Settlement AMAZON-AZ_DELHI-B011,1024.41,REFAMHI20260811,amazon,az_delhi,RECONCILED
23-08-2026,Razorpay Settlement FLIPKART-FK_MUMBAI-B014,3325.23,REFFLAI20260814,flipkart,fk_mumbai,RECONCILED
23-08-2026,Razorpay Settlement FLIPKART-FK_DELHI-B008,7515.77,REFFLHI20260808,flipkart,fk_delhi,RECONCILED
23-08-2026,Razorpay Settlement AMAZON-AZ_DELHI-B012,3176.56,REFAMHI20260812,amazon,az_delhi,RECONCILED
23-08-2026,Razorpay Settlement AMAZON-AZ_MUMBAI-B010,2663.91,REFAMAI20260810,amazon,az_mumbai,RECONCILED
